id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
MG14119,Fenoarivobe,Fenoarivobe,fenoarivobe,MG14119,8,-18.242,46.41
MG14111,Tsiroanomandidy,Tsiroanomandidy,tsiroanomandidy,MG14111,18,-18.728,46.021
