id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
MG25222032,Antaninarenina,Antaninarenina,antaninarenina,MG25222032,-23.998,47.006
MG25222012,Antondabe,Antondabe,antondabe,MG25222012,-23.83,47.114
MG25222011,Befotaka Sud,Befotaka Sud,befotaka-sud,MG25222011,-23.848,46.943
MG25222052,Beharena,Beharena,beharena,MG25222052,-23.815,46.816
MG25222053,Bekofafa Sud,Bekofafa Sud,bekofafa-sud,MG25222053,-23.83,46.575
MG25222031,Marovitsika Sud,Marovitsika Sud,marovitsika-sud,MG25222031,-24.104,46.878
MG25222051,Ranotsara Sud,Ranotsara Sud,ranotsara-sud,MG25222051,-23.709,46.696
