id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
MG25222,Befotaka,Befotaka,befotaka,MG25222,7,-23.944,46.81
MG25213,Farafangana,Farafangana,farafangana,MG25213,32,-22.832,47.652
MG25215,Midongy-Atsimo,Midongy-Atsimo,midongy-atsimo,MG25215,6,-23.354,46.978
MG25214,Vangaindrano,Vangaindrano,vangaindrano,MG25214,29,-23.586,47.43
MG25217,Vondrozo,Vondrozo,vondrozo,MG25217,16,-22.691,47.308
