id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
MG25213471,Ambalatany,Ambalatany,ambalatany,MG25213471,-22.563,47.575
MG25213552,Ambalavato Antevato,Ambalavato Antevato,ambalavato-antevato,MG25213552,-22.998,47.458
MG25213410,Ambalavato Nord,Ambalavato Nord,ambalavato-nord,MG25213410,-22.635,47.518
MG25213270,Ambohigogo,Ambohigogo,ambohigogo,MG25213270,-22.776,47.558
MG25213330,Ambohimandroso,Ambohimandroso,ambohimandroso,MG25213330,-17.605,48.159
MG25213190,Amporoforo,Amporoforo,amporoforo,MG25213190,-17.817,49.125
MG25213350,Ankarana Miraihina,Ankarana Miraihina,ankarana-miraihina,MG25213350,-23.057,47.671
MG25213050,Anosivelo,Anosivelo,anosivelo,MG25213050,-22.76,47.774
MG25213070,Anosy Tsararafa,Anosy Tsararafa,anosy-tsararafa,MG25213070,-22.704,47.818
MG25213530,Antseranambe,Antseranambe,antseranambe,MG25213530,-23.15,47.667
MG25213250,Beretra Bevoay,Beretra Bevoay,beretra-bevoay,MG25213250,-22.696,47.569
MG25213430,Efatsy,Efatsy,efatsy,MG25213430,-23.139,47.602
MG25213390,Etrotroka Atsimo,Etrotroka Atsimo,etrotroka-atsimo,MG25213390,-22.901,47.53
MG25213370,Evato,Evato,evato,MG25213370,-22.616,47.704
MG25213010,Farafangana,Farafangana,farafangana,MG25213010,-22.821,47.807
MG25213510,Fenoarivo,Fenoarivo,fenoarivo,MG25213510,-23.1,47.533
MG25213210,Iabohazo,Iabohazo,iabohazo,MG25213210,-22.958,47.666
MG25213551,Ihorombe,Ihorombe,ihorombe,MG25213551,-23.014,47.546
MG25213110,Ivandrika,Ivandrika,ivandrika,MG25213110,-22.863,47.728
MG25213310,Mahabo Mananivo,Mahabo Mananivo,mahabo-mananivo,MG25213310,-23.163,47.715
MG25213170,Mahafasa Centre,Mahafasa Centre,mahafasa-centre,MG25213170,-22.682,47.635
MG25213150,Mahavelo,Mahavelo,mahavelo,MG25213150,-22.321,47.377
MG25213290,Maheriraty,Maheriraty,maheriraty,MG25213290,-22.753,47.636
MG25213130,Manambotra Atsimo,Manambotra Atsimo,manambotra-atsimo,MG25213130,-22.952,47.773
MG25213590,Marovandrika,Marovandrika,marovandrika,MG25213590,-22.51,47.648
MG25213472,Namohora Iaborano,Namohora Iaborano,namohora-iaborano,MG25213472,-22.626,47.616
MG25213490,Sahamadio,Sahamadio,sahamadio,MG25213490,-22.498,47.581
MG25213230,Tangainony,Tangainony,tangainony,MG25213230,-22.665,47.749
MG25213450,Tovona,Tovona,tovona,MG25213450,-22.893,47.614
MG25213570,Vohilengo,Vohilengo,vohilengo,MG25213570,-17.294,49.233
MG25213030,Vohimasy,Vohimasy,vohimasy,MG25213030,-22.778,47.719
MG25213090,Vohitromby,Vohitromby,vohitromby,MG25213090,-22.873,47.782
